file,subsystem,category,evidence,replacement,priority,activity,sha256,upstream_sha256,upstream_normalized_sha256,alpha3_equal,review_status
tests/test_2ship_scene_eviction.py,platform/build,D,Retained live resource-lifetime assertions; extraction marker updated to Blinky scene implementation; PASS,no,preserve,test-only,dd4e8c7d4613ce886141b35fed1fa681b1d08ec9ff95c0b02706d6bd0f698652,,,False,verified-review
tests/test_blinky_archives.py,platform/build,A,Preserved Blinky implementation/test fixture from migration 06; exact bytes match its recorded authored-source review. Public SDK/LUS interfaces retain their attribution; file identity alone is not an authorship inference.,no,preserve,test-only,108a21b2ed55202c2883d4f5bdd9686d800ecf30fac20a9c60ec49047f658c54,,,False,verified-review
tests/test_blinky_backends.py,platform/build,A,Preserved Blinky implementation/test fixture from migration 06; exact bytes match its recorded authored-source review. Public SDK/LUS interfaces retain their attribution; file identity alone is not an authorship inference.,no,preserve,test-only,dc3a2ed97a356034f29be0418a0c573c4f69221cd3ddbd88177fa7e887670b80,,,False,verified-review
tests/test_blinky_crash28.py,platform/build,A,Preserved Blinky implementation/test fixture from migration 06; exact bytes match its recorded authored-source review. Public SDK/LUS interfaces retain their attribution; file identity alone is not an authorship inference.,no,preserve,test-only,cc54323268c04c4863777d56e8676977c4f0d210543500deb7badb213a4f8f1b,,,False,verified-review
tests/test_blinky_occlusion.py,platform/build,A,New host compile/run driver for production allocation-free core.,no,preserve,test-only,5795c5fe0b100cdbd7a2b150af693176a8525d7e4042a5874791826d62dc9f9b,,,False,verified-review
tests/test_blinky_pad.py,platform/build,A,Preserved Blinky implementation/test fixture from migration 06; exact bytes match its recorded authored-source review. Public SDK/LUS interfaces retain their attribution; file identity alone is not an authorship inference.,no,preserve,test-only,1372ca5cc469df18efbcf680bd4260adde775979506d7a58adc12a255b0f4028,,,False,verified-review
tests/test_blinky_render_math.py,platform/build,A,Preserved Blinky implementation/test fixture from migration 06; exact bytes match its recorded authored-source review. Public SDK/LUS interfaces retain their attribution; file identity alone is not an authorship inference.,no,preserve,test-only,851d9a95b292b7bdada712d4d89ab2ea57d87ef75d362d304943de8d5cc582ba,,,False,verified-review
tests/test_blinky_renderer.py,platform/build,A,Link production visibility bridge and compile/run four ON/OFF statistics/debug combinations.,no,preserve,test-only,fb09943c24b0c689139b8c1092efa25eb66169091665bd6502fef45a0f33b91f,,,False,verified-review
tests/test_blinky_startup.py,platform/build,A,"Independently written startup regression compiles the actual backend map and Menu::UpdateWindowBackendObjects implementation with minimal Context/Window/Config collaborators. It checks the native backend and stale configuration, and recreates the 07 missing-label exception as a negative control. Extracted MM/LUS functions retain upstream attribution.",no,preserve,test-only,b5a87bc3f6026b603d5be9bb7e3110fa9ae757f7d0c0f3e04dfb8cc730d08123,,,False,verified-review
tests/test_build_clock.py,platform/build,D,"Retained filesystem/cache regressions; native Windows CMake/Ninja tests use normalized diagnostic paths and a 180-second bound only for the deliberate 100-regeneration negative control; 13 pass, 2 symbolic-link tests skip",no,preserve,test-only,a0ef65a8fc8e64cca0fc24c965dddd74568d6c2ea9aa8d1491bc9741d8862800,,,False,verified-review
tests/test_context_teardown_3ds.py,platform/build,D,Local test compiles production LUS destructor with partially initialized subsystem collaborators,no,preserve,test-only,30405764e0ba51ef78edb77aad5c547f1d09585ee81fe84c423b28bff9a74263,,,False,verified-review
tests/test_mm_3ds_timing_audio.py,audio,D,"Adjust existing extracted-production FPS cases to expect20 for every saved request and refresh-match setting. Preserve all audio sample arithmetic, idle exclusion, per-tick bounds and blocking-barrier tests, with the existing D attribution.",no,preserve,test-only,79d07d51cfca3f3f8e5a25c4a0bf7308712cb67493158a5e18abce0b9d060424,,,False,verified-review
tests/test_mm_adpcm_boundaries.py,platform/build,D,Local ADPCM range harness with independent checked DMEM operations and historical negative control,no,preserve,test-only,7e3b34b7f934b867b2f4c2138b95cf6446cf304363e6a07137a85a0cd2f72b28,,,False,verified-review
tests/test_mm_audio_specs.py,audio,D,"Local 21-spec fixture verifying actual MM synthesis split counts, canaries and platform policies",no,preserve,test-only,dda935513348cdf65750c0068cad95037caa67ad370ed79c5b1270e6a5edc7cc,,,False,verified-review
tests/test_mm_control_merge.py,platform/build,A,Preserved Blinky implementation/test fixture from migration 06; exact bytes match its recorded authored-source review. Public SDK/LUS interfaces retain their attribution; file identity alone is not an authorship inference.,no,preserve,test-only,1372ca5cc469df18efbcf680bd4260adde775979506d7a58adc12a255b0f4028,,,False,verified-review
tests/test_mm_crash26_resource_probe.py,platform/build,D,"Maintained portable memory/resource contracts supplied by MM subtask, including new BlinkyAbortProcess failure bridge",no,preserve,test-only,b52825c4bf36f7af494595a0e7d8a3760e0cf9c36b9f591acf5ed87ac4236f0f,,,False,verified-review
tests/test_mm_mixer_effects.py,platform/build,D,Local PCM gain fixtures compare production output to independent fixed-point arithmetic and whole-DMEM canaries,no,preserve,test-only,5c71d0e7c2bca6d48fe79fa4b66ad638c511ba3910e98820cb10f3249fb01712,,,False,verified-review
tests/test_mm_note_address_gate.py,platform/build,D,Retained actual ProcessNotes controls; added CXX/root options and fixed PE image-base for real low-address Windows fixtures; six controls PASS,no,preserve,test-only,eeeed16369a699a2adeca6b4696f0f4421662909170717cc31aa13b01f9ed574,,,False,verified-review
tests/test_stability_audit1.py,platform/build,A,New runner for 37 current resource contracts; retained relevant fixtures and removed retired SDK/NDSP baseline path,no,preserve,test-only,43ffc727d242c23deed433850f2934b5c8541693203013af9ae3e696c929e055,,,False,verified-review
tests/test_wizard_artwork.py,platform/build,D,"Retained real bannertool roundtrip test, byte-preservation and custom/default distinction; no legacy GUI dependency",no,preserve,test-only,5aa2c514f6f37ee4b4d75a66262cd49933391c484b2e607a71dfb3ff1e493d0e,,,False,verified-review
third_party/2ship/.github/macports.yml,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,4f0e234bc12f037d0988847341e1893cb0dd28af7b33109dee61d16f74e5ee78,4f0e234bc12f037d0988847341e1893cb0dd28af7b33109dee61d16f74e5ee78,4f0e234bc12f037d0988847341e1893cb0dd28af7b33109dee61d16f74e5ee78,True,verified-upstream
third_party/2ship/.github/workflows/clang-format.yml,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,319a51ec74c590a2c797357fc1121c381a3b02e0f2cdb8ee59a815e45c9e5ce8,319a51ec74c590a2c797357fc1121c381a3b02e0f2cdb8ee59a815e45c9e5ce8,319a51ec74c590a2c797357fc1121c381a3b02e0f2cdb8ee59a815e45c9e5ce8,False,verified-upstream
third_party/2ship/.github/workflows/main.yml,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,b1151a984776f7d481706901fc23149652784f89475931f736e96362f80c6b59,b1151a984776f7d481706901fc23149652784f89475931f736e96362f80c6b59,b1151a984776f7d481706901fc23149652784f89475931f736e96362f80c6b59,False,verified-upstream
third_party/2ship/.github/workflows/pr-artifacts.yml,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,04de3f3f571d09551b1181194c092536f62a80674907acf44f2ad6c9bd2592ca,04de3f3f571d09551b1181194c092536f62a80674907acf44f2ad6c9bd2592ca,04de3f3f571d09551b1181194c092536f62a80674907acf44f2ad6c9bd2592ca,False,verified-upstream
third_party/2ship/CMake/2ship-cvars.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,50f0e6c102c18ffc70b4ef1aa44e9111620949c17c6c3247ec4ade42c27a6a84,50f0e6c102c18ffc70b4ef1aa44e9111620949c17c6c3247ec4ade42c27a6a84,50f0e6c102c18ffc70b4ef1aa44e9111620949c17c6c3247ec4ade42c27a6a84,False,verified-upstream
third_party/2ship/CMake/automate-vcpkg.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,417f4b7b46d411669bc2bad18a09526e90fdb4d8432ff3344bdee5af71d08a55,417f4b7b46d411669bc2bad18a09526e90fdb4d8432ff3344bdee5af71d08a55,417f4b7b46d411669bc2bad18a09526e90fdb4d8432ff3344bdee5af71d08a55,True,verified-upstream
third_party/2ship/CMake/copy-existing-otrs.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,9f24c6520fe176a11717e32bba2dc3030bec083d004f6ea35a3fa399825f5a25,9f24c6520fe176a11717e32bba2dc3030bec083d004f6ea35a3fa399825f5a25,9f24c6520fe176a11717e32bba2dc3030bec083d004f6ea35a3fa399825f5a25,False,verified-upstream
third_party/2ship/CMake/Default.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,389bf390b10e851be6978ecbbbc0b6038013cdc93e79d45a075ef0fdf26b3bab,389bf390b10e851be6978ecbbbc0b6038013cdc93e79d45a075ef0fdf26b3bab,389bf390b10e851be6978ecbbbc0b6038013cdc93e79d45a075ef0fdf26b3bab,True,verified-upstream
third_party/2ship/CMake/DefaultCXX.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,2c718aabd9bfe133a704c3136d16003350cab1586aa1be7702b9028782d05de7,2c718aabd9bfe133a704c3136d16003350cab1586aa1be7702b9028782d05de7,2c718aabd9bfe133a704c3136d16003350cab1586aa1be7702b9028782d05de7,False,verified-upstream
third_party/2ship/CMake/FindOgg.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,d892bd792c2d612b96f984aeb88ca9906cb8dd80ee03c819d7889a04cd1b80d2,d892bd792c2d612b96f984aeb88ca9906cb8dd80ee03c819d7889a04cd1b80d2,d892bd792c2d612b96f984aeb88ca9906cb8dd80ee03c819d7889a04cd1b80d2,True,verified-upstream
third_party/2ship/CMake/FindOpus.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,80c523f250637eec1abc7b7b51a640c37de87d0f9f959de79e3ef38dcf8d4985,80c523f250637eec1abc7b7b51a640c37de87d0f9f959de79e3ef38dcf8d4985,80c523f250637eec1abc7b7b51a640c37de87d0f9f959de79e3ef38dcf8d4985,True,verified-upstream
third_party/2ship/CMake/FindOpusFile.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,2c3ad351c590131c9895e11f14ae56578429f1aac598122dba46601a83a3653c,2c3ad351c590131c9895e11f14ae56578429f1aac598122dba46601a83a3653c,2c3ad351c590131c9895e11f14ae56578429f1aac598122dba46601a83a3653c,False,verified-upstream
third_party/2ship/CMake/FindVorbis.cmake,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,68a5ea388257234b864702b538235a5703b4925ec9ddbdf570bf85994a11e3db,68a5ea388257234b864702b538235a5703b4925ec9ddbdf570bf85994a11e3db,68a5ea388257234b864702b538235a5703b4925ec9ddbdf570bf85994a11e3db,True,verified-upstream
